heading,roll,pitch,ax,ay,az,mx,my,mz,count
-38.03386,-12.08247,-8.307969,-0.7338867,-1.539795,1.999939,154.8504,16.6336,15.00469,92
-43.19352,-8.84909,-5.917161,-0.8779297,-1.333008,1.999939,152.0285,19.11094,7.843359,93
-51.82762,0.364311,-2.051549,-0.8198242,-1.143555,1.515869,148.1484,9.909375,3.410156,94
-58.13627,7.942248,6.433981,-0.6479492,-0.2949219,0.7485352,151.3231,2.83125,0.0,95
-57.75865,16.21702,7.370914,-1.984375,-0.4084473,0.3254395,149.383,-3.716016,-0.8525392,96
-59.85693,24.5768,10.40925,-1.984375,0.06811523,0.1435547,150.4412,-8.316797,2.557617,97
-52.92411,32.34499,12.97231,-1.740479,0.05664063,0.1384277,153.2631,-13.27149,2.557617,98
-43.0792,39.73045,14.15009,-1.559082,-0.140625,-0.4309082,152.0285,-13.80234,1.705078,99
-34.9115,44.83441,11.70339,-1.012695,-0.4519043,-0.6782227,150.2648,-13.09453,2.728125,100
-27.76105,47.7976,7.02564,-0.4645996,-0.5222168,-0.8679199,147.9721,-11.85586,3.580664,101
-21.08097,49.41911,-1.115466,-0.2563477,-0.6955566,-1.097412,144.6211,-6.724219,3.410156,102
-15.48589,48.20135,-8.794394,0.4404297,-0.9248047,-1.104492,141.9756,-2.654297,5.285742,103
-12.01302,44.10605,-20.29366,0.8144531,-0.8867188,-0.947998,140.741,-1.061719,5.45625,104
-6.704057,37.556,-31.71458,1.499023,-0.9990234,-0.5083008,140.741,7.078125,8.525391,105
2.32917,25.99289,-40.84608,1.64624,-1.104248,0.0847168,141.2701,13.27149,9.37793,106
13.88564,12.19083,-45.97602,1.999939,-1.328613,0.7746582,144.6211,18.75703,9.889454,107
26.32196,-3.331479,-46.8359,1.999939,-0.9821777,0.8105469,146.5611,22.47305,12.10606,108
30.43908,-10.40299,-43.57279,1.592529,-0.753418,0.5107422,151.4994,24.24258,11.42402,109
28.64944,-14.40746,-39.52939,1.351318,-0.5444336,0.6906738,152.3813,26.18906,13.64063,110
23.22349,-16.28519,-36.30857,1.01123,-0.6201172,0.8769531,153.9686,27.07383,14.83418,111
15.02654,-17.69692,-33.50743,0.9592285,-0.5966797,1.074219,152.5576,27.78164,16.19824,112
5.266234,-18.61065,-31.10067,0.6772461,-0.7253418,1.416016,151.1467,26.01211,16.19824,113
-4.611008,-19.21367,-25.37383,0.4602051,-0.703125,1.514404,148.3248,26.71992,16.88027,114
-14.90514,-18.03225,-21.95011,-0.2050781,-0.7009277,1.461426,144.6211,21.58828,17.05078,115
-23.72278,-16.45854,-18.90196,-0.394043,-0.5361328,1.440674,143.7393,16.10274,18.58535,116
-30.13222,-14.9449,-14.54073,-0.3659668,-0.3837891,1.214355,148.1484,14.86406,17.73281,117
-35.26371,-12.9099,-10.57601,-0.4296875,-0.2299805,0.9853516,146.7375,16.9875,15.68672,118
-37.43625,-11.01342,-7.363952,-0.3044434,-0.1225586,0.831543,145.1502,16.10274,13.47012,119
-37.75679,-9.317386,-4.387218,-0.04711914,-0.08496094,0.7658691,146.2084,15.39492,12.10606,120
-36.31934,-7.840414,-3.141451,0.0769043,-0.03808594,0.7475586,146.2084,16.10274,11.08301,121
-34.62751,-6.80002,-3.232939,0.1201172,-0.03588867,0.7197266,142.6811,15.39492,11.08301,122
-32.73726,-5.797341,-3.832597,0.2263184,-0.046875,0.8000488,143.7393,13.9793,10.40098,123
-30.99995,-5.127545,-4.921551,0.1691895,-0.03588867,0.8078613,143.3865,14.68711,9.718946,124
-28.98139,-4.791842,-5.778981,0.1391602,-0.06054688,0.873291,142.3283,15.74883,10.40098,125
-26.0927,-4.910622,-7.110301,0.2416992,-0.0559082,0.9077148,144.6211,14.86406,11.59453,126
-23.95848,-4.669911,-8.638892,0.2531738,-0.008544922,0.8601074,143.2102,14.51016,10.9125,127
-22.27357,-4.031958,-10.39392,0.2785645,0.01000977,0.8901367,144.2684,14.51016,8.184376,128
-20.62685,-3.305151,-12.03493,0.2502441,0.0004882813,0.8840332,143.2102,14.51016,8.866406,129
-18.60349,-2.479501,-12.76593,0.2333984,0.008056641,0.8684082,144.092,15.74883,9.718946,130
-16.36416,-2.113128,-13.59357,0.2104492,-0.01000977,0.9060059,143.0338,14.68711,10.05996,131
-13.73006,-2.242614,-13.12728,0.1940918,-0.0168457,0.8898926,145.1502,15.39492,9.036915,132
-11.07581,-2.060282,-13.01714,0.2419434,-0.005615234,0.8691406,144.092,13.9793,9.37793,133
-8.900234,-1.105734,-14.61494,0.2370605,-0.004882813,0.9069824,143.5629,13.44844,9.889454,134
-6.930509,-0.3208596,-13.47989,0.1816406,-0.001464844,0.8762207,144.6211,14.86406,9.548438,135
-6.222776,-0.05672429,-12.09595,0.2016602,0.01098633,0.8632813,144.6211,15.57188,9.548438,136
-6.048927,0.2607945,-14.15335,0.2290039,0.004882813,0.8933105,144.092,15.39492,8.695899,137
-6.035442,-0.150036,-14.54168,0.1943359,-0.0004882813,0.8901367,144.092,15.39492,8.695899,138
-5.998792,-0.3107491,-12.73757,0.2072754,0.003173828,0.8969727,145.1502,15.74883,9.37793,139
-6.272946,0.4677917,-14.33643,0.2026367,0.0002441406,0.8959961,144.7975,15.39492,9.036915,140
-6.02234,-0.01824685,-12.79683,0.2148438,-0.0007324219,0.9106445,143.5629,14.86406,9.207422,141